title,year,language,episode_season_duration,genre,creators,stars,official_sites,links,description,votes,rating,trailer
Floor Is Lava,2020– ,English,38min,"Game-Show,Reality-TV","Rutledge Wood,Janine Hogan,Todd Leykamp",,Official Netflix,https://www.netflix.com/title/81006858/,"Teams compete to navigate rooms flooded with lava by leaping from chairs, hanging from curtains and swinging from chandeliers.",1800,5.3,https://imdb.com/video/vi3238772249?playlistId=tt12370124&ref_=tt_ov_vi
Tanked,2011–2018,English,43min,Reality-TV,Mike Skouras,"Wayde King,Brett Raymer,Robert Christlieb",,,"Tanked dunks viewers into the high-decibel, family-owned business of Acrylic Tank Manufacturing (ATM), one of the country's leading and most successful builders of aquariums. Led by brothers-in-law (and business partners, best friends and rivals) Brett Raymer and Wayde King and housed in a state-of-the-art, cavernous facility located in the center of Sin City, ATM lit...",1600,6.6,https://imdb.com/video/vi632864025?playlistId=tt1849622&ref_=tt_ov_vi
Highlander: The Raven,1998–1999,English,45min,"Action,Adventure,Crime,Fantasy,Sci-Fi,Thriller","Elizabeth Gracen,Paul Johansson,Patricia Gage",,,,A female Immortal and thief tries to redeem herself with the help of an ex-cop.,1100,5.3,
Wicked City,2015,English,42min,"Crime,Drama",Steven Baigelman,"Jeremy Sisto,Taissa Farmiga,Gabriel Luna",,,A pair of LAPD detectives track down serial killers terrorizing the Sunset Strip.,2900,6.6,https://imdb.com/video/vi407483161?playlistId=tt4428124&ref_=tt_ov_vi
Brand New Cherry Flavor,TV-MA,English,,"Horror,Thriller","Nick Antosca,Lenore Zion","Rosa Salazar,Mark Acheson,Daniel Doheny",Official Netflix,https://www.netflix.com/title/80233374/,"Lisa Nova, an aspiring film director in the sun-drenched but seamy world of 1990 Los Angeles, embarks on a mind-altering journey of supernatural revenge that gets nightmarishly out of control.",0,,
East Los High,2013–2017,"English,Spanish",26min,Drama,"Danielle Vega,Gabriel Chavarria,Alicia Sixtos",,"Hulu,Official site","https://www.hulu.com/east-los-high,http://www.eastloshigh.com/",A group of friends at East Los High face the trials and tribulations of teenagers growing up in East Los Angeles.,754000,7.1,https://imdb.com/video/vi1636613401?playlistId=tt2312036&ref_=tt_ov_vi
Cimarron Strip,1967–1968,English,1h 30min,Western,Christopher Knopf,"Stuart Whitman,Percy Herbert,Randy Boone",,,"The western adventures of tough, but fair, Marshal Jim Crown.",357000,7.3,https://imdb.com/video/vi3704012057?playlistId=tt0061241&ref_=tt_ov_vi
Yuragi-sou No Yuuna-san,2018– ,Japanese,24min,"Animation,Comedy,Fantasy,Mystery,Romance","Miyuri Shimabukuro,Yuki Ono,Eri Suzuki",,Official site (Japan),https://yuragisou.com/,A young man with connections to the supernatural rents a room haunted by the ghost of a 16-year-old girl.,309000,6.8,
Black Bullet,2014,"English,Japanese",25min,"Animation,Action,Mystery,Sci-Fi","Luci Christian,Yûki Kaji,Christina Marie Kelly",,Official site (Japan),http://www.black-bullet.net/,"A near future, where humans have been defeated by the viral parasites named Gastrea. They have been exiled into a small territory and live in despair, side-by-side in terror. In this world trapped in darkness- Rentaro, a boy living near Tokyo and member of the ""Civil Security""-an organization specializing in fighting against the ""Gastrea"" is used to accomplishing dang...",2400,6.9,
Kevin (Probably) Saves the World,2017–2018,English,42min,"Comedy,Drama,Fantasy","Tara Butters,Michele Fazekas","Jason Ritter,JoAnna Garcia Swisher,Kimberly Hebert Gregory","Official Facebook,Official Instagram","https://www.facebook.com/KevinProbably/,https://www.instagram.com/kevinprobablyabc/","Kevin, a down-on-his-luck man, is tasked by God with a mission to save the world.",4200,7.8,https://imdb.com/video/vi1468119321?playlistId=tt6474174&ref_=tt_ov_vi
Sisters,2017,English,1h,Drama,"Lucy Durack,Antonia Prebble,Maria Angelico",,,,"Sisters follows the story of three women who discover that they are sisters. Julia finds out that her Nobel prize winning father secretly used his own sperm in a number of ""In Vitro Fertilisation"" procedures.",1500,7.6,
Krepostnaya,2019– ,Russian,,"Drama,Romance","Katerina Kovalchyk,Mikhail Gavrilov,Anna Sagaydachnaya",,,,"Katerina Verbitskaya was raised as a noble lady with her godmother Anna Chervinskaya but for the whole world she was only the property of Peter Chervinsky. She falls in love with the nobleman Alexey Kosach who knows nothing about her origin. On the way to freedom and love, the serf maid will have to overcome a lot of trials.",216000,7.2,https://imdb.com/video/vi1952759321?playlistId=tt10091828&ref_=tt_ov_vi
Kalp Atisi,2017–2018,Turkish,2h,"Drama,Romance","Gökhan Alkan,Öykü Karayel,Burcu Türünz",,Official MF Yapim,http://mfyapim.com/en/productions/kalp-atisi/,"Eylul the stubborn, school girl turns up to be a strong professional doctor by the help of her teacher Ali Asaf. After years of separation they meet up again but not as a teacher and student, instead as surgeons working side by side. Their love is met by many challenges and the inner conflict of the stubborn women who refuse to yield easily to her heart, refusing to r...",1900,6.5,
Saxondale,2006–2007,English,30min,Comedy,"Steve Coogan,James Bachman,Rasmus Hardiker",,,,"Tommy Saxondale is an ex-roadie with anger management issues and his own pest control business in Stevenage. Having survived a hostile divorce, Tommy now lives with his girlfriend Magz. Tommy regards himself as a maverick and free thinker and takes the opportunity to impart his wisdom to his naïve assistant Raymond.",2700,7.8,
James May: Our Man in Japan,2020,English,,Documentary,"James May,Yujiro Taniyama,Masayo Fujii",,News item,https://www.hollywoodreporter.com/news/amazon-orders-man-japan-james-may-1193682,"James May has always been intrigued and seduced by the idea of Japan, yet this nation and its culture remains a complete mystery to him. Now he's on a one-man mission to immerse himself in its society, places, and people in a bid to unlock its extraordinary secrets. By taking on an epic journey across all of Japan from north to south, James is determined to gain a gen...",4300,8.4,https://imdb.com/video/vi3413688089?playlistId=tt11302324&ref_=tt_ov_vi
The Verdict - State Vs Nanavati,2019– ,Hindi,20min,Crime,"Manav Kaul,Elli Avrram,Angad Bedi",,altbalaji,https://www.altbalaji.com/show/294?utm_source=Google&utm_medium=cpc&utm_campaign=Search_Verdict_Show_BMM&utm_adgroup=Verdict&gclid=EAIaIQobChMIv7bqmbjV5gIVj4WPCh2q1gaAEAAYASAAEgIGOvD_BwE,"Indian Naval commander Nanavati returns home to find about his wife's affair. Jealousy leads to a murder that sparks a nationwide drama. When people, media and politics get into a war of opinions, it turns into a case that divided India.",848000,7.6,https://imdb.com/video/vi3431120665?playlistId=tt9193600&ref_=tt_ov_vi
Ugly Delicious,2018– ,English,50min,Documentary,"David Chang,Peter Meehan,Aziz Ansari",,,,Chef David Chang travels around the world tasting food from different cultures.,3200,7.8,https://imdb.com/video/vi3183197721?playlistId=tt7907916&ref_=tt_ov_vi
Jeremiah,2002–2004,English,45min,"Action,Drama,Sci-Fi",J. Michael Straczynski,"Luke Perry,Malcolm-Jamal Warner,Peter Stebbings","SCI-FI Channel,Space (Canada)","http://www.scifi.com/jeremiah/,http://www.spacecast.com/shows_Jeremiah.aspx","In a post-apocalyptic future, a deadly virus has wiped out most of humanity. The only ones who survived, were those who hadn't yet reached puberty.",4200,7.0,
Marry Me,2014–2015,English,30min,"Comedy,Romance",David Caspe,"Casey Wilson,Ken Marino,John Gemberling","Official Facebook,Official Site","https://www.facebook.com/NBCMarryMe,http://www.nbc.com/marry-me","Annie and Jake finally get engaged after six years, but her larger-than-life personality and his laid-back approach to life will severely test the theory of ""opposites attract"". They quickly realize getting engaged was the easy part.",3300,6.3,https://imdb.com/video/vi4005084441?playlistId=tt3460454&ref_=tt_ov_vi
Cybergirl of the Year,2018– ,English,25min,"Documentary,Reality-TV","Tahlia Paris,Khloe Terae,Elizabeth Marxs",,Official site,http://www.playboy.tv/shows/videos/54941/cybergirl-of-the-year/,"Meet the Playboy models who have risen during the decade with interviews, behind-the-scenes footage and glamour videos.",32000,7.0,
Flash Gordon,2007–2008,English,1h,"Action,Adventure,Drama,Sci-Fi",Peter Hume,"Eric Johnson,Gina Holden,Karen Cliche",SCI-FI Channel,http://www.scifi.com/flashgordon/,"Hometown Celebrity Steven ""Flash"" Gordon discovers a secret his father tried desperately to keep hidden. He then embarks on a journey to another dimension in hopes of finding his father who was believed to be killed in a fire. Flash becomes involved with the struggles of Planet Mongo. A tyrannical leader controls the only source of clean water on the planet. Flash mak...",2900,4.8,https://imdb.com/video/vi1934604825?playlistId=tt0959086&ref_=tt_ov_vi
Kavita Bhabhi,2020– ,Hindi,22min,Drama,"Kavita Radheshyam,Nishant Pandey,Amita Nangia",,ullu,https://ullu.app/#/media/kavita-bhabhi-part-1-2020-hindi,Kavita is a young erotic woman who consults the men on phone calls and cure them sexually by telling them her bed stories.,136000,5.2,https://imdb.com/video/vi627293977?playlistId=tt11230982&ref_=tt_ov_vi
Kagit Ev,2021,Turkish,,Drama,"Erdal Besikçioglu,Nur Fettahoglu,Tuvana Türkay",,,,"A perfect family who lives a happy life that everyone is envious of. But one misunderstanding was enough to ruin their lives, and now they have to risk everything.",84000,6.8,
Gossip Girl: Acapulco,2013– ,Spanish,40min,"Drama,Romance","Stephanie Savage,Josh Schwartz","Sofía Sisniega,Oka Giner,Diego Amozurrutia","Official Facebook,Official Twitter","http://www.facebook.com/GossipGirlAcapulco,http://www.twitter.com/ggacapulco","Based on the original TV show Gossip Girl, all with different characters. This time the series take place on Acapulco, the famous city in Mexico. The characters speak in Spanish and the characters are based on the Mexican high society.",137000,4.7,
Home & Family,2012– ,English,2h,Talk-Show,"Debbie Matenopoulos,Mark Steines,Kenneth Wingard",,"Hallmark Channel (United States),The official site of Home & Family TV","http://www.hallmarkchannel.com/homeandfamily,http://www.homeandfamilytv.com/","Show will focus on home improvements, crafts, parenting tips, and lifestyle, health and fitness enhancements.",264000,6.1,https://imdb.com/video/vi2566635801?playlistId=tt2231696&ref_=tt_ov_vi
Lunatics,2019– ,English,35min,Comedy,Chris Lilley,"Chris Lilley,Judi Young,Brock Thornburgh",,,This mockumentary series follows the peculiar lives of six eccentric - and sometimes obscene - misfits who march to their own beat.,2800,6.6,https://imdb.com/video/vi2618604825?playlistId=tt8164794&ref_=tt_ov_vi
Bravest Warriors,2012– ,English,5min,"Animation,Action,Adventure,Comedy,Drama,Family,Fantasy,Sci-Fi","Pendleton Ward,Will McRobb,Breehn Burns","Liliana Mumy,John Omohundro,Ian Jones-Quartey",Official site,http://bravestwarriors.cartoonhangover.com/,Four teenage heroes-for-hire warp through the universe to save adorable aliens and their worlds using the power of their emotions.,3200,8.1,
Kama Sutra,2000– ,English,,"Drama,Romance","Tamara Landry,Susan Featherly,Shannan Leigh",,,,Erotic series in which Dalia teaches and demonstrate ancient sexual techniques to her students.,220000,6.6,
Zoom,1997– ,English,30min,"Comedy,Drama,Family,Music","Caroline Botelho,Kenny Yates,Alisa Besher",,PBS,http://www.pbs.org/wgbh/zoom/,"A group of older children do arts and crafts, cooking, science and technology, and games sent in by viewers.",1100,7.2,
The Dog House,2019– ,English,1h,Documentary,"Perry Fitzpatrick,Andrew Buchan",,"Channel 4 (United Kingdom),The Dog House (UK) on HBO Max","https://www.channel4.com/programmes/the-dog-house,https://www.hbomax.com/series/urn:hbo:series:GXuqhmQVncQq_tgEAAAJc","Observational documentary set inside Wood Green animal charity in Godmanchester. Following the work of staff, who are committed to matching their homeless dogs with prospective new owners.",81000,8.5,
Bringing Up Bates,2015– ,English,,Reality-TV,"Gil Bates,Kelly Jo Bates,Addallee Bates",,Official site,http://uptv.com/shows/bringing-up-bates/,"This family based reality program follows Gil and Kelly Jo who are raising their 19 children with Love, Humor, and Christian values. No matter the situation, the family faces it together.",203000,5.8,https://imdb.com/video/vi2122497049?playlistId=tt4857508&ref_=tt_ov_vi
Automan,1983–1984,English,1h 10min,"Adventure,Comedy,Sci-Fi",Glen A. Larson,"Desi Arnaz Jr.,Chuck Wagner,Heather McNair",,,A computer-generated superhero and his human creator fight crime in the city.,1700,6.9,https://imdb.com/video/vi1874706201?playlistId=tt0084978&ref_=tt_ov_vi
Frozen in Time,2021– ,,,Documentary,"Maureen McCormick,Dan Vickery",,,,McCormick and designer Dan Vickery overhaul homes that are stuck in a design time warp.,0,,
Wool,,English,,Drama,Rebecca Ferguson,,,,Men and women live in a giant silo underground with a lot of regulations which they think are supposed to protect them from the toxic and ruined world on the surface.,0,,
Fast Times,1986,English,30min,Comedy,Allen Rucker,"Claudia Wells,Courtney Thorne-Smith,James Nardini",,,The television series adaption of the hit film Fast Times at Ridgemont High.,144000,5.7,
Most Haunted,2002– ,English,3h,"Horror,Reality-TV","Yvette Fielding,Karl Beattie,Ciarán O'Keeffe",,"Offical Site and Forum,Travel Channel","http://www.livingtv.co.uk/mosthaunted,http://travel.discovery.com/fansites/mosthaunted/mosthaunted.html","Paranormal investigations into haunted locations, using psychic mediums and scientific equipment.",1300,5.0,https://imdb.com/video/vi3838295321?playlistId=tt0362355&ref_=tt_ov_vi
Drzavni sluzbenik,2019– ,"Serbian,English,Russian,Bosnian,Hebrew,Croatian",,"Action,Crime,Drama,Thriller","Predrag Antonijevic,Dimitrije Vojnov","Milan Maric,Nebojsa Dugalic,Radovan Vujovic",This is link with informations about this title.,https://mts.rs/Privatni/Korisnicka-zona/Vesti/Promocije/a86308-Drzavni-sluzbenik-nova-domaca-serija-na-SUPERSTAR-TV.html,"This is a modern and exciting story about BIA agents in Belgrade who eliminate the most dangerous threats to Serbia behind the eyes of the public on a daily basis and lead the struggle in the labyrinth of domestic and foreign intrigues, the circumstances of the contemporary geopolitical situation.",1800,8.3,
